,Hour,Location
2847,14.0,"[-74.01324, 40.705870000000004]"
2848,14.0,"[-74.01355, 40.706920000000004]"
2849,14.0,"[-73.98444, 40.72878]"
2850,14.0,"[-73.98354, 40.73002]"
2851,14.0,"[-73.98979, 40.75723]"
2852,14.0,"[-73.98798000000001, 40.74088]"
2853,14.0,"[-73.98768000000001, 40.7326]"
2854,14.0,"[-74.00425, 40.7334]"
2855,14.0,"[-74.00220999999999, 40.72162]"
2856,14.0,"[-74.00922, 40.71552]"
2857,14.0,"[-74.00947, 40.710409999999996]"
2858,14.0,"[-73.97715, 40.7388]"
2859,14.0,"[-74.00868, 40.724309999999996]"
2860,14.0,"[-73.98767, 40.73829]"
2861,14.0,"[-73.98073000000001, 40.73384]"
2862,14.0,"[-74.00146, 40.73717]"
2863,14.0,"[-74.00896, 40.70408]"
2864,14.0,"[-73.99311999999999, 40.73669]"
2865,14.0,"[-73.99455999999999, 40.7137]"
2866,14.0,"[-74.00376999999999, 40.72238]"
2867,14.0,"[-73.97479, 40.75589]"
2868,14.0,"[-73.98494000000001, 40.73638]"
2869,14.0,"[-74.00531, 40.73661]"
2870,14.0,"[-73.97851, 40.73687]"
2871,14.0,"[-74.00391, 40.720040000000004]"
2872,14.0,"[-74.00144, 40.72762]"
2873,14.0,"[-73.99223, 40.73792]"
2874,14.0,"[-74.00312, 40.72688]"
2875,14.0,"[-73.98905, 40.73072]"
2876,14.0,"[-73.98073000000001, 40.73384]"
2877,14.0,"[-73.998, 40.74596]"
2878,14.0,"[-74.00811999999999, 40.71199]"
2879,14.0,"[-73.98549, 40.747170000000004]"
2880,14.0,"[-73.98595, 40.752320000000005]"
2881,14.0,"[-74.01293000000001, 40.71642]"
2882,14.0,"[-74.00063, 40.73722]"
2883,14.0,"[-74.00259, 40.71992]"
2884,14.0,"[-73.98095, 40.7478]"
2885,14.0,"[-73.98633000000001, 40.72217]"
2886,14.0,"[-73.98303, 40.72117]"
2887,14.0,"[-73.98380999999999, 40.740790000000004]"
2888,14.0,"[-73.98852, 40.737120000000004]"
2889,14.0,"[-73.98767, 40.73829]"
2890,14.0,"[-74.013, 40.70312]"
2891,14.0,"[-73.98815, 40.73196]"
2892,14.0,"[-73.97728000000001, 40.74289]"
2893,14.0,"[-74.00723, 40.71304]"
2894,14.0,"[-73.98085999999999, 40.74197]"
2895,14.0,"[-73.9978, 40.73603]"
2896,14.0,"[-73.98525, 40.74462]"
2897,14.0,"[-74.00766, 40.712540000000004]"
2898,14.0,"[-74.01158000000001, 40.703520000000005]"
2899,14.0,"[-73.99072, 40.734790000000004]"
2900,14.0,"[-73.97351, 40.74378]"
2901,14.0,"[-73.98852, 40.737120000000004]"
2902,14.0,"[-74.0084, 40.71437]"
2903,14.0,"[-73.98223, 40.72785]"
2904,14.0,"[-73.99259, 40.724059999999994]"
2905,14.0,"[-74.00927, 40.71326]"
2906,14.0,"[-74.00274, 40.73373]"
2907,14.0,"[-74.00406, 40.71314]"
2908,14.0,"[-73.97915, 40.75027]"
2909,14.0,"[-74.0065, 40.736959999999996]"
2910,14.0,"[-74.00296999999999, 40.73425]"
2911,14.0,"[-73.9866, 40.74277]"
2912,14.0,"[-73.98125999999999, 40.74705]"
2913,14.0,"[-73.98745, 40.75537]"
2914,14.0,"[-74.00746, 40.70722]"
2915,14.0,"[-73.9978, 40.73603]"
2916,14.0,"[-74.013, 40.70312]"
2917,14.0,"[-73.97787, 40.7531]"
2918,14.0,"[-73.99852, 40.71979]"
2919,14.0,"[-74.00706, 40.70377]"
2920,14.0,"[-73.99502, 40.73986]"
2921,14.0,"[-73.98201, 40.74326]"
2922,14.0,"[-74.00145, 40.72125]"
2923,14.0,"[-73.9848, 40.74524]"
2924,14.0,"[-73.97995, 40.74321]"
2925,14.0,"[-74.01276, 40.71714]"
2926,14.0,"[-73.98857, 40.72285]"
2927,14.0,"[-74.00723, 40.71304]"
2928,14.0,"[-73.99505, 40.73403]"
2929,14.0,"[-73.98568, 40.738209999999995]"
2930,14.0,"[-73.99078, 40.728359999999995]"
2931,14.0,"[-74.01276, 40.71714]"
2932,14.0,"[-74.00601999999999, 40.70615]"
2933,14.0,"[-73.97909, 40.74041]"
2934,14.0,"[-73.97282, 40.75587]"
2935,14.0,"[-73.99852, 40.71979]"
2936,14.0,"[-74.00947, 40.710409999999996]"
2937,14.0,"[-74.00739, 40.70518]"
2938,14.0,"[-73.98476, 40.7395]"
2939,14.0,"[-73.98073000000001, 40.73384]"
2940,14.0,"[-74.01321, 40.71522]"
2941,14.0,"[-73.99918000000001, 40.73924]"
2942,14.0,"[-74.01501, 40.70473]"
2943,14.0,"[-74.00896, 40.70408]"
2944,14.0,"[-73.98917, 40.74305]"
2945,14.0,"[-74.013, 40.70312]"
2946,14.0,"[-73.9978, 40.73603]"
2947,14.0,"[-73.99035, 40.73128]"
2948,14.0,"[-74.00235, 40.7265]"
2949,14.0,"[-73.98524, 40.73884]"
2950,14.0,"[-73.9887, 40.74852]"
2951,14.0,"[-74.00406, 40.71314]"
2952,14.0,"[-73.99416, 40.74103]"
2953,14.0,"[-74.00585, 40.711690000000004]"
2954,14.0,"[-73.97603000000001, 40.751459999999994]"
2955,14.0,"[-73.98895999999999, 40.7424]"
2956,14.0,"[-73.98679, 40.73949]"
2957,14.0,"[-74.00469, 40.73032]"
2958,14.0,"[-73.98164, 40.71447]"
2959,14.0,"[-73.99416, 40.74103]"
2960,14.0,"[-73.96887, 40.75011]"
2961,14.0,"[-73.99684, 40.737359999999995]"
2962,14.0,"[-73.9899, 40.73445]"
2963,14.0,"[-73.98536, 40.73579]"
2964,14.0,"[-73.9844, 40.72486]"
2965,14.0,"[-74.01326, 40.70874]"
2966,14.0,"[-74.0063, 40.71417]"
2967,14.0,"[-73.9708, 40.75175]"
2968,14.0,"[-73.99778, 40.72424]"
2969,14.0,"[-73.99895, 40.72807]"
2970,14.0,"[-73.99186, 40.726420000000005]"
2971,14.0,"[-73.97009, 40.75963]"
2972,14.0,"[-74.00312, 40.72688]"
2973,14.0,"[-74.01675, 40.70935]"
2974,14.0,"[-74.01213, 40.70899]"
2975,14.0,"[-73.99797, 40.72267]"
2976,14.0,"[-74.00403, 40.72551]"
2977,14.0,"[-73.99346, 40.7522]"
2978,14.0,"[-73.9864, 40.7517]"
2979,14.0,"[-74.00905999999999, 40.71089]"
2980,14.0,"[-73.97269, 40.749159999999996]"
2981,14.0,"[-74.00795, 40.714940000000006]"
2982,14.0,"[-73.97905, 40.744440000000004]"
2983,14.0,"[-73.98924, 40.7529]"
2984,14.0,"[-73.97166999999999, 40.74631]"
2985,14.0,"[-74.013, 40.70312]"
2986,14.0,"[-73.98252, 40.723279999999995]"
2987,14.0,"[-73.98491999999999, 40.742059999999995]"
2988,14.0,"[-73.99053, 40.74025]"
2989,14.0,"[-73.98458000000001, 40.74843]"
2990,14.0,"[-73.98718000000001, 40.733290000000004]"
2991,14.0,"[-73.97625, 40.74823]"
2992,14.0,"[-73.98228, 40.75158]"
2993,14.0,"[-74.01151, 40.70297]"
2994,14.0,"[-74.00638000000001, 40.733059999999995]"
2995,14.0,"[-74.00739, 40.70518]"
2996,14.0,"[-73.99996999999999, 40.73469]"
2997,14.0,"[-74.00423, 40.73113]"
2998,14.0,"[-73.99465, 40.72593]"
2999,14.0,"[-74.01324, 40.705870000000004]"
3000,14.0,"[-74.0068, 40.71978]"
3001,14.0,"[-74.00941999999999, 40.70451]"
3002,14.0,"[-73.97465, 40.753370000000004]"
3003,14.0,"[-73.98476, 40.7395]"
3004,14.0,"[-73.98679, 40.73949]"
3005,14.0,"[-73.97998, 40.73917]"
3006,14.0,"[-73.99123, 40.735890000000005]"
3007,14.0,"[-73.96208, 40.75544]"
3008,14.0,"[-74.0084, 40.71437]"
3009,14.0,"[-73.97171, 40.75049]"
3010,14.0,"[-74.00139, 40.73448]"
3011,14.0,"[-74.00896, 40.70408]"
3012,14.0,"[-74.01158000000001, 40.704029999999996]"
3013,14.0,"[-73.97994, 40.75478]"
3014,14.0,"[-73.98866, 40.74283]"
3015,14.0,"[-73.9896, 40.74155]"
3016,14.0,"[-73.99375, 40.72094]"
3017,14.0,"[-74.00514, 40.72947]"
3018,14.0,"[-73.97454, 40.7566]"
3019,14.0,"[-73.99797, 40.72267]"
3020,14.0,"[-73.97165, 40.75456]"
3021,14.0,"[-74.0084, 40.71437]"
3022,14.0,"[-73.99537, 40.72504]"
3023,14.0,"[-74.01379, 40.70239]"
3024,14.0,"[-74.01092, 40.7163]"
3025,14.0,"[-74.0084, 40.71437]"
3026,14.0,"[-74.01158000000001, 40.703520000000005]"
3027,14.0,"[-74.00905999999999, 40.71089]"
3028,14.0,"[-74.00678, 40.706720000000004]"
3029,14.0,"[-74.01501, 40.70473]"
3030,14.0,"[-73.99311999999999, 40.73669]"
3031,14.0,"[-74.00536, 40.72189]"
3032,14.0,"[-73.97998, 40.73917]"
3033,14.0,"[-73.99829, 40.74047]"
3034,14.0,"[-74.01594, 40.7151]"
3035,14.0,"[-74.00007, 40.732929999999996]"
3036,14.0,"[-74.00927, 40.71326]"
3037,14.0,"[-73.9777, 40.73408]"
3038,14.0,"[-73.99491, 40.723040000000005]"
3039,14.0,"[-73.99959, 40.714459999999995]"
3040,14.0,"[-73.97511, 40.73542]"
3041,14.0,"[-74.00216, 40.72975]"
3042,14.0,"[-73.98451, 40.736959999999996]"
3043,14.0,"[-74.01158000000001, 40.703520000000005]"
3044,14.0,"[-74.01295999999999, 40.70778]"
3045,14.0,"[-74.00896, 40.70408]"
3046,14.0,"[-73.97231, 40.74818]"
3047,14.0,"[-74.00316, 40.74406]"
3048,14.0,"[-73.98269, 40.73543]"
3049,14.0,"[-74.00766, 40.712540000000004]"
3050,14.0,"[-73.99414, 40.724759999999996]"
3051,14.0,"[-74.00186, 40.74586]"
3052,14.0,"[-73.99935, 40.72501]"
3053,14.0,"[-73.98834000000001, 40.754129999999996]"
3054,14.0,"[-73.99987, 40.72043]"
3055,14.0,"[-73.97697, 40.75435]"
3056,14.0,"[-73.98581999999999, 40.740829999999995]"
3057,14.0,"[-73.98354, 40.73002]"
3058,14.0,"[-73.98444, 40.72878]"
3059,14.0,"[-74.00531, 40.72862]"
3060,14.0,"[-74.01422, 40.70463]"
3061,14.0,"[-73.98796999999999, 40.72394]"
3062,14.0,"[-74.00941999999999, 40.70451]"
3063,14.0,"[-74.00927, 40.71326]"
3064,14.0,"[-73.98091, 40.73788]"
3065,14.0,"[-74.00795, 40.714940000000006]"
3066,14.0,"[-74.00112, 40.74167]"
3067,14.0,"[-73.99895, 40.72807]"
3068,14.0,"[-74.0025, 40.70885]"
3069,14.0,"[-73.9887, 40.74852]"
3070,14.0,"[-73.98085999999999, 40.74197]"
3071,14.0,"[-74.01324, 40.705870000000004]"
3072,14.0,"[-73.99491, 40.723040000000005]"
3073,14.0,"[-73.99465, 40.72593]"
3074,14.0,"[-73.98269, 40.73543]"
3075,14.0,"[-74.0009, 40.725770000000004]"
3076,14.0,"[-73.98536, 40.73579]"
3077,14.0,"[-74.00999, 40.70981]"
3078,14.0,"[-74.00353, 40.71745]"
3079,14.0,"[-73.99852, 40.71979]"
3080,14.0,"[-74.00947, 40.710409999999996]"
3081,14.0,"[-74.00256, 40.71618]"
3082,14.0,"[-73.9971, 40.7472]"
3083,14.0,"[-73.98852, 40.737120000000004]"
3084,14.0,"[-73.98476, 40.7395]"
3085,14.0,"[-73.98798000000001, 40.74088]"
3086,14.0,"[-74.00739, 40.70518]"
3087,14.0,"[-73.98073000000001, 40.73384]"
3088,14.0,"[-74.00376999999999, 40.72238]"
3089,14.0,"[-74.00936999999999, 40.70861]"
3090,14.0,"[-74.00596999999999, 40.72038]"
3091,14.0,"[-73.98354, 40.72605]"
3092,14.0,"[-73.99684, 40.737359999999995]"
3093,14.0,"[-73.99031, 40.72337]"
3094,14.0,"[-74.00811999999999, 40.71199]"
3095,14.0,"[-74.00053, 40.71843]"
3096,14.0,"[-73.98937, 40.73595]"
3097,14.0,"[-74.01443, 40.71103]"
3098,14.0,"[-73.99861, 40.732209999999995]"
3099,14.0,"[-73.99671, 40.7255]"
3100,14.0,"[-73.98091, 40.73788]"
3101,14.0,"[-74.00745, 40.70605]"
3102,14.0,"[-74.00596999999999, 40.72038]"
3103,14.0,"[-74.00506, 40.723]"
3104,14.0,"[-73.99048, 40.71933]"
3105,14.0,"[-73.98852, 40.737120000000004]"
3106,14.0,"[-73.9953, 40.74967]"
3107,14.0,"[-73.99965999999999, 40.73407]"
3108,14.0,"[-74.01443, 40.71103]"
3109,14.0,"[-74.00684, 40.73022]"
3110,14.0,"[-73.99074, 40.7299]"
3111,14.0,"[-73.98654, 40.73705]"
3112,14.0,"[-73.99987, 40.72043]"
3113,14.0,"[-73.98355, 40.73426]"
3114,14.0,"[-73.97915, 40.75027]"
3115,14.0,"[-74.00766, 40.712540000000004]"
3116,14.0,"[-73.97269, 40.749159999999996]"
3117,14.0,"[-74.00795, 40.72365]"
3118,14.0,"[-74.00695, 40.729490000000006]"
3119,14.0,"[-73.99996999999999, 40.73469]"
3120,14.0,"[-74.01116, 40.70179]"
3121,14.0,"[-74.00506, 40.723]"
3122,14.0,"[-74.00676999999999, 40.70562]"
3123,14.0,"[-73.9974, 40.72145]"
3124,14.0,"[-74.00353, 40.71745]"
3125,14.0,"[-74.00027, 40.717620000000004]"
3126,14.0,"[-74.00739, 40.70518]"
3127,14.0,"[-74.0021, 40.7281]"
3128,14.0,"[-74.01501, 40.70473]"
3129,14.0,"[-74.01293000000001, 40.71642]"
3130,14.0,"[-73.99413, 40.72664]"
3131,14.0,"[-74.00745, 40.70605]"
3132,14.0,"[-73.99526999999999, 40.72721]"
3133,14.0,"[-74.0025, 40.70885]"
3134,14.0,"[-73.97166999999999, 40.74631]"
3135,14.0,"[-74.00941999999999, 40.70451]"
3136,14.0,"[-73.97761, 40.74638]"
3137,14.0,"[-73.99051999999999, 40.74604]"
3138,14.0,"[-73.96208, 40.75544]"
3139,14.0,"[-73.97603000000001, 40.751459999999994]"
3140,14.0,"[-73.97728000000001, 40.74289]"
3141,14.0,"[-73.99123, 40.7238]"
3142,14.0,"[-73.98852, 40.737120000000004]"
3143,14.0,"[-73.98035, 40.73043]"
3144,14.0,"[-73.99311999999999, 40.73669]"
3145,14.0,"[-73.98176, 40.74073]"
3146,14.0,"[-74.01355, 40.706920000000004]"
3147,14.0,"[-73.97346999999999, 40.75205]"
3148,14.0,"[-73.99491, 40.723040000000005]"
3149,14.0,"[-73.96067, 40.75736]"
3150,14.0,"[-73.98866, 40.74283]"
3151,14.0,"[-73.9839, 40.74649]"
3152,14.0,"[-73.97972, 40.7464]"
3153,14.0,"[-73.97929, 40.7528]"
3154,14.0,"[-74.00392, 40.72087]"
3155,14.0,"[-73.97539, 40.74544]"
3156,14.0,"[-74.00745, 40.70605]"
3157,14.0,"[-74.00729, 40.708709999999996]"
3158,14.0,"[-73.99123, 40.7238]"
3159,14.0,"[-74.00863000000001, 40.71139]"
3160,14.0,"[-73.98315, 40.73883]"
3161,14.0,"[-74.00596999999999, 40.72038]"
3162,14.0,"[-73.97864, 40.74103]"
3163,14.0,"[-73.9781, 40.74572]"
3164,14.0,"[-73.99381, 40.73273]"
3165,14.0,"[-73.99880999999999, 40.72302]"
3166,14.0,"[-74.00209, 40.71915]"
3167,14.0,"[-73.97988000000001, 40.73502]"
3168,14.0,"[-74.00589000000001, 40.71468]"
3169,14.0,"[-74.00811999999999, 40.71199]"
3170,14.0,"[-73.9899, 40.73445]"
3171,14.0,"[-73.99935, 40.72501]"
3172,14.0,"[-74.01151, 40.70297]"
3173,14.0,"[-73.99797, 40.72267]"
3174,14.0,"[-73.9749, 40.75009]"
3175,14.0,"[-73.97603000000001, 40.751459999999994]"
3176,14.0,"[-74.00869, 40.74235]"
3177,14.0,"[-73.98380999999999, 40.740790000000004]"
3178,14.0,"[-74.00262, 40.73364]"
3179,14.0,"[-73.98380999999999, 40.740790000000004]"
3180,14.0,"[-74.00498, 40.715759999999996]"
3181,15.0,"[-73.98354, 40.73002]"
3182,15.0,"[-74.00795, 40.714940000000006]"
3183,15.0,"[-73.99223, 40.73792]"
3184,15.0,"[-73.98767, 40.73829]"
3185,15.0,"[-74.00409, 40.70745]"
3186,15.0,"[-73.98595, 40.752320000000005]"
3187,15.0,"[-74.00601999999999, 40.73162]"
3188,15.0,"[-73.99676, 40.71503]"
3189,15.0,"[-74.00156, 40.7173]"
3190,15.0,"[-73.98295999999999, 40.74777]"
3191,15.0,"[-73.99154, 40.727090000000004]"
3192,15.0,"[-73.9978, 40.73603]"
3193,15.0,"[-73.96714, 40.75275]"
3194,15.0,"[-73.98724, 40.72919]"
3195,15.0,"[-74.00135, 40.72773]"
3196,15.0,"[-74.00678, 40.706720000000004]"
3197,15.0,"[-73.9839, 40.74649]"
3198,15.0,"[-74.0084, 40.71437]"
3199,15.0,"[-73.98176, 40.7684]"
3200,15.0,"[-74.00036999999999, 40.7238]"
3201,15.0,"[-74.00478000000001, 40.73754]"
3202,15.0,"[-73.99797, 40.72267]"
3203,15.0,"[-73.98949, 40.730129999999996]"
3204,15.0,"[-73.97715, 40.747]"
3205,15.0,"[-73.99013000000001, 40.75166]"
3206,15.0,"[-74.00863000000001, 40.71139]"
3207,15.0,"[-74.00296999999999, 40.72332]"
3208,15.0,"[-73.98866, 40.74283]"
3209,15.0,"[-73.98685, 40.7453]"
3210,15.0,"[-73.99564000000001, 40.7441]"
3211,15.0,"[-74.00936999999999, 40.70861]"
3212,15.0,"[-73.98529, 40.72365]"
3213,15.0,"[-73.98633000000001, 40.72217]"
3214,15.0,"[-74.01324, 40.705870000000004]"
3215,15.0,"[-73.98685, 40.7453]"
3216,15.0,"[-73.99505, 40.73403]"
3217,15.0,"[-74.0021, 40.7281]"
3218,15.0,"[-74.01276, 40.71714]"
3219,15.0,"[-73.98857, 40.72285]"
3220,15.0,"[-74.01151, 40.70297]"
3221,15.0,"[-74.0164, 40.7048]"
3222,15.0,"[-73.99013000000001, 40.75166]"
3223,15.0,"[-74.00936999999999, 40.70861]"
3224,15.0,"[-74.00713, 40.706379999999996]"
3225,15.0,"[-73.9953, 40.74967]"
3226,15.0,"[-74.00027, 40.717620000000004]"
3227,15.0,"[-73.99284, 40.72005]"
3228,15.0,"[-73.98031, 40.74834]"
3229,15.0,"[-73.98682, 40.751090000000005]"
3230,15.0,"[-73.99543, 40.71731]"
3231,15.0,"[-73.99416, 40.74103]"
3232,15.0,"[-74.01295999999999, 40.70778]"
3233,15.0,"[-74.00531, 40.72862]"
3234,15.0,"[-74.01151, 40.70297]"
3235,15.0,"[-74.00905999999999, 40.71089]"
3236,15.0,"[-73.9765, 40.756609999999995]"
3237,15.0,"[-74.00036999999999, 40.7238]"
3238,15.0,"[-74.00843, 40.73478]"
3239,15.0,"[-74.00294, 40.73114]"
3240,15.0,"[-73.98754, 40.71983]"
3241,15.0,"[-73.99743000000001, 40.741640000000004]"
3242,15.0,"[-73.97715, 40.7388]"
3243,15.0,"[-73.98640999999999, 40.74021]"
3244,15.0,"[-73.97256999999999, 40.74507]"
3245,15.0,"[-74.00766, 40.712540000000004]"
3246,15.0,"[-73.99123, 40.7238]"
3247,15.0,"[-74.00936999999999, 40.70861]"
3248,15.0,"[-73.99413, 40.72664]"
3249,15.0,"[-73.99078, 40.728359999999995]"
3250,15.0,"[-73.9957, 40.718779999999995]"
3251,15.0,"[-74.00723, 40.71304]"
3252,15.0,"[-73.98111, 40.7445]"
3253,15.0,"[-73.98306, 40.73065]"
3254,15.0,"[-73.99291, 40.747859999999996]"
3255,15.0,"[-74.01158000000001, 40.704029999999996]"
3256,15.0,"[-74.00596999999999, 40.72038]"
3257,15.0,"[-73.98937, 40.73595]"
3258,15.0,"[-73.99231999999999, 40.74357]"
3259,15.0,"[-74.00256, 40.71618]"
3260,15.0,"[-74.00406, 40.71314]"
3261,15.0,"[-73.98354, 40.73002]"
3262,15.0,"[-73.9973, 40.71933]"
3263,15.0,"[-74.013, 40.70312]"
3264,15.0,"[-73.98791, 40.722640000000006]"
3265,15.0,"[-74.01054, 40.70915]"
3266,15.0,"[-73.98132, 40.72065]"
3267,15.0,"[-73.98917, 40.74305]"
3268,15.0,"[-73.99797, 40.72267]"
3269,15.0,"[-74.00905999999999, 40.71089]"
3270,15.0,"[-74.00941999999999, 40.70451]"
3271,15.0,"[-73.99141999999999, 40.729859999999995]"
3272,15.0,"[-74.01324, 40.705870000000004]"
3273,15.0,"[-73.99094000000001, 40.739670000000004]"
3274,15.0,"[-74.00012, 40.73043]"
3275,15.0,"[-73.97346999999999, 40.75205]"
3276,15.0,"[-73.99968, 40.73855]"
3277,15.0,"[-73.97256999999999, 40.74507]"
3278,15.0,"[-73.99537, 40.72504]"
3279,15.0,"[-73.98315, 40.73883]"
3280,15.0,"[-73.98791, 40.722640000000006]"
3281,15.0,"[-73.96342, 40.75763]"
3282,15.0,"[-74.01162, 40.71362]"
3283,15.0,"[-73.98987, 40.72558]"
3284,15.0,"[-74.00251, 40.7276]"
3285,15.0,"[-74.01443, 40.71103]"
3286,15.0,"[-74.0084, 40.71437]"
3287,15.0,"[-73.99292, 40.71991]"
3288,15.0,"[-74.0063, 40.71417]"
3289,15.0,"[-74.00601999999999, 40.73162]"
3290,15.0,"[-74.00713, 40.706379999999996]"
3291,15.0,"[-73.98132, 40.72065]"
3292,15.0,"[-74.00596999999999, 40.72038]"
3293,15.0,"[-73.98682, 40.751090000000005]"
3294,15.0,"[-73.97440999999999, 40.75076]"
3295,15.0,"[-73.98451, 40.736959999999996]"
3296,15.0,"[-74.00158, 40.72613]"
3297,15.0,"[-73.98091, 40.73788]"
3298,15.0,"[-74.00376999999999, 40.72238]"
3299,15.0,"[-73.99266, 40.72424]"
3300,15.0,"[-73.98815, 40.73196]"
3301,15.0,"[-73.98315, 40.73883]"
3302,15.0,"[-73.98089, 40.753479999999996]"
3303,15.0,"[-74.00713, 40.706379999999996]"
3304,15.0,"[-74.01443, 40.71103]"
3305,15.0,"[-74.01276, 40.71714]"
3306,15.0,"[-74.01134, 40.7149]"
3307,15.0,"[-74.00927, 40.71326]"
3308,15.0,"[-74.00063, 40.73722]"
3309,15.0,"[-73.98754, 40.71983]"
3310,15.0,"[-73.99951999999999, 40.73366]"
3311,15.0,"[-73.99856, 40.745329999999996]"
3312,15.0,"[-74.01295999999999, 40.70778]"
3313,15.0,"[-74.01276, 40.71714]"
3314,15.0,"[-74.00251, 40.7276]"
3315,15.0,"[-73.97282, 40.75587]"
3316,15.0,"[-73.99416, 40.74103]"
3317,15.0,"[-73.99375, 40.729009999999995]"
3318,15.0,"[-74.00811999999999, 40.71199]"
3319,15.0,"[-74.00553000000001, 40.73688]"
3320,15.0,"[-73.98685, 40.7453]"
3321,15.0,"[-73.9816, 40.732659999999996]"
3322,15.0,"[-73.98679, 40.73949]"
3323,15.0,"[-73.97929, 40.7528]"
3324,15.0,"[-74.00601999999999, 40.73162]"
3325,15.0,"[-73.98544, 40.73166]"
3326,15.0,"[-73.99315, 40.72787]"
3327,15.0,"[-73.98796999999999, 40.72394]"
3328,15.0,"[-74.00403, 40.72551]"
3329,15.0,"[-74.00941999999999, 40.70451]"
3330,15.0,"[-74.00403, 40.71687]"
3331,15.0,"[-73.9899, 40.73445]"
3332,15.0,"[-73.97995, 40.74321]"
3333,15.0,"[-73.97929, 40.7528]"
3334,15.0,"[-73.97773000000001, 40.74228]"
3335,15.0,"[-73.98409000000001, 40.73754]"
3336,15.0,"[-73.98949, 40.730129999999996]"
3337,15.0,"[-73.98111, 40.7445]"
3338,15.0,"[-73.9777, 40.73408]"
3339,15.0,"[-73.98898, 40.7268]"
3340,15.0,"[-73.99217, 40.71968]"
3341,15.0,"[-73.97535, 40.733109999999996]"
3342,15.0,"[-74.00475, 40.70524]"
3343,15.0,"[-74.01355, 40.706920000000004]"
3344,15.0,"[-73.98987, 40.73353]"
3345,15.0,"[-73.9896, 40.74155]"
3346,15.0,"[-73.97603000000001, 40.751459999999994]"
3347,15.0,"[-74.00879, 40.704209999999996]"
3348,15.0,"[-74.00766, 40.712540000000004]"
3349,15.0,"[-73.97447, 40.74668]"
3350,15.0,"[-73.97256999999999, 40.74507]"
3351,15.0,"[-73.97511, 40.73542]"
3352,15.0,"[-73.99003, 40.73276]"
3353,15.0,"[-73.98754, 40.71983]"
3354,15.0,"[-74.00596999999999, 40.72038]"
3355,15.0,"[-73.99453000000001, 40.76092]"
3356,15.0,"[-73.98451, 40.736959999999996]"
3357,15.0,"[-73.97754, 40.72588]"
3358,15.0,"[-74.00456, 40.73401]"
3359,15.0,"[-74.0084, 40.71437]"
3360,15.0,"[-73.97053000000001, 40.759]"
3361,15.0,"[-74.00193, 40.72455]"
3362,15.0,"[-73.99797, 40.72267]"
3363,15.0,"[-74.00066, 40.72218]"
3364,15.0,"[-73.98201999999999, 40.74905]"
3365,15.0,"[-74.00535, 40.722229999999996]"
3366,15.0,"[-73.96106, 40.76086]"
3367,15.0,"[-74.01422, 40.70463]"
3368,15.0,"[-74.00927, 40.71326]"
3369,15.0,"[-73.99003, 40.73276]"
3370,15.0,"[-74.01221, 40.702709999999996]"
3371,15.0,"[-73.97400999999999, 40.74309]"
3372,15.0,"[-73.98313, 40.74453]"
3373,15.0,"[-74.01151, 40.70297]"
3374,15.0,"[-73.97077, 40.74754]"
3375,15.0,"[-73.99186999999999, 40.74419]"
3376,15.0,"[-73.96898, 40.75425]"
3377,15.0,"[-74.00554, 40.72716]"
3378,15.0,"[-73.99465, 40.72593]"
3379,15.0,"[-73.98857, 40.72285]"
3380,15.0,"[-74.00066, 40.72218]"
3381,15.0,"[-73.99778, 40.72424]"
3382,15.0,"[-73.98815, 40.73196]"
3383,15.0,"[-74.00376999999999, 40.72238]"
3384,15.0,"[-74.00403, 40.72551]"
3385,15.0,"[-74.011, 40.71333]"
3386,15.0,"[-73.99831, 40.72623]"
3387,15.0,"[-73.9839, 40.74649]"
3388,15.0,"[-73.99231999999999, 40.74357]"
3389,15.0,"[-74.00533, 40.721709999999995]"
3390,15.0,"[-73.99253, 40.753479999999996]"
3391,15.0,"[-73.98176, 40.74073]"
3392,15.0,"[-73.98444, 40.72878]"
3393,15.0,"[-73.99987, 40.727]"
3394,15.0,"[-73.99003, 40.73276]"
3395,15.0,"[-73.97929, 40.7528]"
3396,15.0,"[-73.98914, 40.74136]"
3397,15.0,"[-74.013, 40.70312]"
3398,15.0,"[-74.00188, 40.719409999999996]"
3399,15.0,"[-73.98315, 40.73883]"
3400,15.0,"[-73.9899, 40.72956]"
3401,15.0,"[-74.01158000000001, 40.703520000000005]"
3402,15.0,"[-74.00506, 40.72168]"
3403,15.0,"[-73.9899, 40.72956]"
3404,15.0,"[-73.98718000000001, 40.733290000000004]"
3405,15.0,"[-73.98073000000001, 40.73384]"
3406,15.0,"[-73.98595, 40.74653]"
3407,15.0,"[-73.96195999999999, 40.75962]"
3408,15.0,"[-74.01295999999999, 40.70778]"
3409,15.0,"[-73.99072, 40.734790000000004]"
3410,15.0,"[-74.0068, 40.71978]"
3411,15.0,"[-73.97787, 40.7531]"
3412,15.0,"[-73.99053, 40.74025]"
3413,15.0,"[-73.98857, 40.72285]"
3414,15.0,"[-73.97165, 40.75456]"
3415,15.0,"[-73.97603000000001, 40.751459999999994]"
3416,15.0,"[-73.9874, 40.73588]"
3417,15.0,"[-73.99169, 40.7352]"
3418,15.0,"[-73.97742, 40.75535]"
3419,15.0,"[-73.98269, 40.73543]"
3420,15.0,"[-73.98125999999999, 40.74705]"
3421,15.0,"[-73.99361, 40.73601]"
3422,15.0,"[-74.01221, 40.702709999999996]"
3423,15.0,"[-73.9887, 40.74852]"
