,Hour,Location
5428,19.0,"[-73.99309000000001, 40.717929999999996]"
5429,19.0,"[-73.99829, 40.74047]"
5430,19.0,"[-74.00801, 40.70545]"
5431,19.0,"[-73.98640999999999, 40.74021]"
5432,19.0,"[-73.97256, 40.75331]"
5433,19.0,"[-74.00188, 40.719409999999996]"
5434,19.0,"[-73.99968, 40.73855]"
5435,19.0,"[-73.96243, 40.75898]"
5436,19.0,"[-73.98295999999999, 40.74777]"
5437,19.0,"[-74.00786, 40.71174]"
5438,19.0,"[-73.9899, 40.73445]"
5439,19.0,"[-73.99985, 40.74343]"
5440,19.0,"[-73.98595, 40.74653]"
5441,19.0,"[-74.00296999999999, 40.72332]"
5442,19.0,"[-73.9907, 40.717209999999994]"
5443,19.0,"[-73.96151, 40.76024]"
5444,19.0,"[-73.98767, 40.73829]"
5445,19.0,"[-73.99094000000001, 40.733979999999995]"
5446,19.0,"[-73.98815, 40.73196]"
5447,19.0,"[-74.00017, 40.73786]"
5448,19.0,"[-73.98591, 40.73102]"
5449,19.0,"[-74.0071, 40.71601]"
5450,19.0,"[-73.97998, 40.73917]"
5451,19.0,"[-74.00738, 40.71058]"
5452,19.0,"[-73.98949, 40.730129999999996]"
5453,19.0,"[-73.99375, 40.729009999999995]"
5454,19.0,"[-73.99003, 40.73276]"
5455,19.0,"[-74.00941999999999, 40.70451]"
5456,19.0,"[-73.98005, 40.74903]"
5457,19.0,"[-74.01295999999999, 40.70778]"
5458,19.0,"[-74.00304, 40.71803]"
5459,19.0,"[-74.00766, 40.712540000000004]"
5460,19.0,"[-73.98402, 40.7433]"
5461,19.0,"[-74.00941999999999, 40.70451]"
5462,19.0,"[-74.0087, 40.7193]"
5463,19.0,"[-73.98767, 40.73829]"
5464,19.0,"[-73.98306, 40.73065]"
5465,19.0,"[-73.99154, 40.727090000000004]"
5466,19.0,"[-74.00854, 40.7423]"
5467,19.0,"[-74.0065, 40.736959999999996]"
5468,19.0,"[-73.9643, 40.76468]"
5469,19.0,"[-73.98815, 40.73196]"
5470,19.0,"[-73.97511, 40.73542]"
5471,19.0,"[-73.98085999999999, 40.74197]"
5472,19.0,"[-74.00927, 40.71326]"
5473,19.0,"[-74.00625, 40.717079999999996]"
5474,19.0,"[-73.99954, 40.71395]"
5475,19.0,"[-73.99671, 40.7255]"
5476,19.0,"[-73.98232, 40.74583]"
5477,19.0,"[-73.98494000000001, 40.73638]"
5478,19.0,"[-74.00589000000001, 40.71468]"
5479,19.0,"[-73.97522, 40.7445]"
5480,19.0,"[-73.97998, 40.73917]"
5481,19.0,"[-74.00811999999999, 40.71199]"
5482,19.0,"[-73.99996, 40.71802]"
5483,19.0,"[-73.99141999999999, 40.74481]"
5484,19.0,"[-74.00220999999999, 40.72162]"
5485,19.0,"[-73.99475, 40.72783]"
5486,19.0,"[-74.01054, 40.70915]"
5487,19.0,"[-73.99201, 40.7491]"
5488,19.0,"[-73.97476, 40.74599]"
5489,19.0,"[-73.98176, 40.74073]"
5490,19.0,"[-73.99136999999999, 40.739090000000004]"
5491,19.0,"[-73.99013000000001, 40.75166]"
5492,19.0,"[-73.98767, 40.73829]"
5493,19.0,"[-73.99996999999999, 40.73469]"
5494,19.0,"[-73.99564000000001, 40.7441]"
5495,19.0,"[-74.00036, 40.73531]"
5496,19.0,"[-73.98834000000001, 40.754129999999996]"
5497,19.0,"[-74.01379, 40.70239]"
5498,19.0,"[-73.98402, 40.7433]"
5499,19.0,"[-73.97269, 40.749159999999996]"
5500,19.0,"[-73.99757, 40.72587]"
5501,19.0,"[-74.00406, 40.71314]"
5502,19.0,"[-73.98402, 40.7433]"
5503,19.0,"[-73.98775, 40.74982]"
5504,19.0,"[-73.98519, 40.76354]"
5505,19.0,"[-73.99888, 40.717240000000004]"
5506,19.0,"[-73.98857, 40.72285]"
5507,19.0,"[-73.98640999999999, 40.74021]"
5508,19.0,"[-74.00936999999999, 40.70861]"
5509,19.0,"[-74.00461999999999, 40.72137]"
5510,19.0,"[-73.97180999999999, 40.76036]"
5511,19.0,"[-73.98132, 40.72909]"
5512,19.0,"[-74.00571, 40.73755]"
5513,19.0,"[-74.01324, 40.705870000000004]"
5514,19.0,"[-73.98798000000001, 40.74088]"
5515,19.0,"[-73.98458000000001, 40.74843]"
5516,19.0,"[-73.98021, 40.745740000000005]"
5517,19.0,"[-74.00406, 40.71314]"
5518,19.0,"[-73.99968, 40.73855]"
5519,19.0,"[-73.99797, 40.72267]"
5520,19.0,"[-73.97256, 40.75331]"
5521,19.0,"[-73.98176, 40.74073]"
5522,19.0,"[-73.9863, 40.74017]"
5523,19.0,"[-73.99349000000001, 40.72437]"
5524,19.0,"[-73.97915, 40.75027]"
5525,19.0,"[-74.01394, 40.7138]"
5526,19.0,"[-73.99987, 40.72043]"
5527,19.0,"[-73.97588, 40.74478]"
5528,19.0,"[-73.98379, 40.72155]"
5529,19.0,"[-73.98736, 40.73892]"
5530,19.0,"[-73.9899, 40.72956]"
5531,19.0,"[-74.00723, 40.71304]"
5532,19.0,"[-74.00894, 40.717929999999996]"
5533,19.0,"[-73.98531, 40.7276]"
5534,19.0,"[-73.96703000000001, 40.76095]"
5535,19.0,"[-73.98895999999999, 40.7424]"
5536,19.0,"[-73.99412, 40.73531]"
5537,19.0,"[-73.99129, 40.73245]"
5538,19.0,"[-73.9757, 40.75463]"
5539,19.0,"[-74.01550999999999, 40.7077]"
5540,19.0,"[-74.00456, 40.73401]"
5541,19.0,"[-73.9804, 40.75415]"
5542,19.0,"[-73.98695, 40.72099]"
5543,19.0,"[-73.9899, 40.73445]"
5544,19.0,"[-74.00498, 40.715759999999996]"
5545,19.0,"[-73.98408, 40.7491]"
5546,19.0,"[-73.97715, 40.747]"
5547,19.0,"[-74.00947, 40.710409999999996]"
5548,19.0,"[-74.01162, 40.71362]"
5549,19.0,"[-73.98031, 40.74834]"
5550,19.0,"[-73.99173, 40.72636]"
5551,19.0,"[-74.00064, 40.720859999999995]"
5552,19.0,"[-73.9863, 40.74017]"
5553,19.0,"[-73.98633000000001, 40.72217]"
5554,19.0,"[-73.95971999999999, 40.75866]"
5555,19.0,"[-74.00713, 40.706379999999996]"
5556,19.0,"[-74.0009, 40.725770000000004]"
5557,19.0,"[-73.98201, 40.74326]"
5558,19.0,"[-74.00156, 40.7173]"
5559,19.0,"[-74.00927, 40.71326]"
5560,19.0,"[-73.97743, 40.75372]"
5561,19.0,"[-73.99852, 40.71979]"
5562,19.0,"[-73.98705, 40.7252]"
5563,19.0,"[-73.99051999999999, 40.74604]"
5564,19.0,"[-74.00386999999999, 40.73754]"
5565,19.0,"[-73.97754, 40.72588]"
5566,19.0,"[-74.01151, 40.70297]"
5567,19.0,"[-73.99634, 40.738040000000005]"
5568,19.0,"[-73.97171, 40.75049]"
5569,19.0,"[-73.99986, 40.721790000000006]"
5570,19.0,"[-73.95424, 40.76618]"
5571,19.0,"[-74.00827, 40.70772]"
5572,19.0,"[-73.98768000000001, 40.7326]"
5573,19.0,"[-73.97697, 40.75435]"
5574,19.0,"[-73.9986, 40.71712]"
5575,19.0,"[-73.98895999999999, 40.7424]"
5576,19.0,"[-73.97468, 40.75911]"
5577,19.0,"[-74.00766, 40.712540000000004]"
5578,19.0,"[-74.00905999999999, 40.71089]"
5579,19.0,"[-74.00729, 40.708709999999996]"
5580,19.0,"[-73.99829, 40.74047]"
5581,19.0,"[-73.9863, 40.74017]"
5582,19.0,"[-73.99996999999999, 40.73469]"
5583,19.0,"[-74.004, 40.74288]"
5584,19.0,"[-73.98269, 40.73543]"
5585,19.0,"[-73.99123, 40.7238]"
5586,19.0,"[-74.01324, 40.705870000000004]"
5587,19.0,"[-74.00044, 40.74778]"
5588,19.0,"[-74.00565999999999, 40.726440000000004]"
5589,19.0,"[-73.98451, 40.736959999999996]"
5590,19.0,"[-73.9848, 40.74524]"
5591,19.0,"[-74.00739, 40.70518]"
5592,19.0,"[-73.99311999999999, 40.73669]"
5593,19.0,"[-73.99129, 40.73245]"
5594,19.0,"[-73.99311999999999, 40.73669]"
5595,19.0,"[-73.98033000000001, 40.726279999999996]"
5596,19.0,"[-73.9839, 40.74649]"
5597,19.0,"[-73.9899, 40.73445]"
5598,19.0,"[-73.97206, 40.759640000000005]"
5599,19.0,"[-74.00905999999999, 40.71089]"
5600,19.0,"[-74.01550999999999, 40.7077]"
5601,19.0,"[-74.00631, 40.722559999999994]"
5602,19.0,"[-73.97180999999999, 40.76036]"
5603,19.0,"[-74.00723, 40.71304]"
5604,19.0,"[-74.00036999999999, 40.7238]"
5605,19.0,"[-74.01324, 40.705870000000004]"
5606,19.0,"[-73.98724, 40.72919]"
5607,19.0,"[-74.00706, 40.70377]"
5608,19.0,"[-73.98098, 40.76422]"
5609,19.0,"[-73.97282, 40.75587]"
5610,19.0,"[-73.98798000000001, 40.74088]"
5611,19.0,"[-73.99413, 40.72664]"
5612,19.0,"[-74.009, 40.70695]"
5613,19.0,"[-73.98595, 40.74653]"
5614,19.0,"[-74.00403, 40.71687]"
5615,19.0,"[-74.00364, 40.72368]"
5616,19.0,"[-74.00739, 40.70518]"
5617,19.0,"[-74.01578, 40.70775]"
5618,19.0,"[-73.98781, 40.750690000000006]"
5619,19.0,"[-73.98458000000001, 40.74273]"
5620,19.0,"[-74.00625, 40.717079999999996]"
5621,19.0,"[-73.99996999999999, 40.726890000000004]"
5622,19.0,"[-73.96384, 40.76531]"
5623,19.0,"[-73.98995, 40.738490000000006]"
5624,19.0,"[-73.98085999999999, 40.74197]"
5625,19.0,"[-73.98718000000001, 40.733290000000004]"
5626,19.0,"[-73.97998, 40.73917]"
5627,19.0,"[-73.97191, 40.75712]"
5628,19.0,"[-74.00536, 40.7183]"
5629,19.0,"[-74.00493, 40.7353]"
5630,19.0,"[-73.98132, 40.72909]"
5631,19.0,"[-74.01158000000001, 40.703520000000005]"
5632,19.0,"[-73.99226999999999, 40.73453]"
5633,19.0,"[-73.98266, 40.72726]"
5634,19.0,"[-74.01085, 40.7088]"
5635,19.0,"[-73.99072, 40.734790000000004]"
5636,19.0,"[-73.98724, 40.72919]"
5637,19.0,"[-74.013, 40.70312]"
5638,19.0,"[-73.979, 40.73619]"
5639,19.0,"[-74.01151, 40.70297]"
5640,19.0,"[-73.98185, 40.766290000000005]"
5641,19.0,"[-74.00858000000001, 40.71996]"
5642,19.0,"[-73.98775, 40.74982]"
5643,19.0,"[-73.9882, 40.73775]"
5644,19.0,"[-73.98682, 40.751090000000005]"
5645,19.0,"[-73.98937, 40.73595]"
5646,19.0,"[-73.99516, 40.74477]"
5647,19.0,"[-73.98331999999999, 40.71495]"
5648,19.0,"[-73.99537, 40.72504]"
5649,19.0,"[-74.00894, 40.717929999999996]"
5650,19.0,"[-73.99123, 40.7238]"
5651,19.0,"[-73.99585, 40.72653]"
5652,19.0,"[-73.98494000000001, 40.73638]"
5653,19.0,"[-74.00531, 40.72862]"
5654,19.0,"[-73.99996999999999, 40.726890000000004]"
5655,19.0,"[-73.99223, 40.73792]"
5656,19.0,"[-73.99223, 40.73792]"
5657,19.0,"[-73.99859000000001, 40.72463]"
5658,19.0,"[-73.97479, 40.75589]"
5659,19.0,"[-74.00027, 40.717620000000004]"
5660,19.0,"[-74.004, 40.74288]"
5661,19.0,"[-73.99695, 40.72388]"
5662,19.0,"[-73.97476, 40.73421]"
5663,19.0,"[-74.01424, 40.70452]"
5664,19.0,"[-74.00218000000001, 40.72293]"
5665,19.0,"[-73.99074, 40.7299]"
5666,19.0,"[-73.97388000000001, 40.75713]"
5667,19.0,"[-73.98767, 40.73829]"
5668,19.0,"[-74.00249000000001, 40.739740000000005]"
5669,19.0,"[-74.0071, 40.71601]"
5670,19.0,"[-73.98695, 40.72099]"
5671,19.0,"[-74.01501, 40.70473]"
5672,19.0,"[-73.97991, 40.72687]"
5673,19.0,"[-73.97165, 40.75456]"
5674,19.0,"[-73.99223, 40.73792]"
5675,19.0,"[-73.99136999999999, 40.739090000000004]"
5676,19.0,"[-73.98905, 40.73072]"
5677,19.0,"[-74.00535, 40.722229999999996]"
5678,19.0,"[-74.00811999999999, 40.71199]"
5679,19.0,"[-73.99537, 40.72504]"
5680,19.0,"[-73.99935, 40.72501]"
5681,2.0,"[-73.98402, 40.7433]"
5682,2.0,"[-73.97028, 40.756440000000005]"
5683,2.0,"[-73.98387, 40.72142]"
5684,2.0,"[-73.99987, 40.72043]"
5685,2.0,"[-73.99732, 40.714220000000005]"
5686,2.0,"[-73.99775, 40.71683]"
5687,2.0,"[-74.00536, 40.72189]"
5688,2.0,"[-74.00786, 40.71174]"
5689,2.0,"[-73.9792, 40.71544]"
5690,2.0,"[-73.99852, 40.71979]"
5691,2.0,"[-73.99335, 40.722390000000004]"
5692,2.0,"[-73.99028, 40.7191]"
5693,2.0,"[-73.98451, 40.736959999999996]"
5694,2.0,"[-73.9839, 40.74649]"
5695,2.0,"[-74.01158000000001, 40.703520000000005]"
5696,2.0,"[-74.01332, 40.705040000000004]"
5697,2.0,"[-73.98111, 40.7445]"
5698,2.0,"[-74.01295999999999, 40.70778]"
5699,2.0,"[-73.99852, 40.71979]"
5700,2.0,"[-73.99412, 40.72035]"
5701,2.0,"[-73.99003, 40.73276]"
5702,2.0,"[-73.99123, 40.7238]"
5703,2.0,"[-74.00477, 40.70841]"
5704,2.0,"[-74.00739, 40.70518]"
5705,2.0,"[-74.00596999999999, 40.72038]"
5706,2.0,"[-73.99491, 40.723040000000005]"
5707,2.0,"[-74.00259, 40.71992]"
5708,2.0,"[-74.00766, 40.712540000000004]"
5709,2.0,"[-73.98387, 40.72142]"
5710,2.0,"[-73.98061, 40.72168]"
5711,2.0,"[-74.00214, 40.71518]"
5712,2.0,"[-73.98331999999999, 40.71495]"
5713,2.0,"[-73.99382, 40.71816]"
5714,2.0,"[-74.00386, 40.70579]"
5715,2.0,"[-73.98531, 40.7276]"
5716,2.0,"[-74.00535, 40.722229999999996]"
5717,2.0,"[-74.00218000000001, 40.72293]"
5718,2.0,"[-73.99123, 40.7238]"
5719,2.0,"[-73.9839, 40.74649]"
5720,2.0,"[-73.9887, 40.74852]"
5721,2.0,"[-73.99503, 40.71588]"
5722,2.0,"[-73.99455999999999, 40.7137]"
5723,2.0,"[-73.98724, 40.72919]"
5724,2.0,"[-73.992, 40.725629999999995]"
5725,2.0,"[-73.98724, 40.72919]"
5726,2.0,"[-73.99439, 40.71946]"
5727,2.0,"[-74.00941999999999, 40.70451]"
5728,2.0,"[-73.97454, 40.7566]"
5729,2.0,"[-73.99346, 40.7522]"
5730,2.0,"[-74.01443, 40.71103]"
5731,2.0,"[-73.98861, 40.73133]"
5732,2.0,"[-73.96898, 40.75425]"
5733,2.0,"[-73.95278, 40.76818]"
5734,2.0,"[-74.00631, 40.722559999999994]"
5735,2.0,"[-73.96913, 40.76093]"
5736,2.0,"[-74.01151, 40.70297]"
5737,2.0,"[-73.99031, 40.72337]"
5738,2.0,"[-73.992, 40.725629999999995]"
5739,2.0,"[-74.00631, 40.722559999999994]"
5740,2.0,"[-73.98021999999999, 40.75152]"
5741,2.0,"[-73.99606999999999, 40.71624]"
5742,2.0,"[-74.0007, 40.742259999999995]"
5743,2.0,"[-74.00346, 40.708059999999996]"
5744,2.0,"[-73.992, 40.725629999999995]"
5745,2.0,"[-74.00827, 40.70772]"
5746,2.0,"[-73.98354, 40.73002]"
5747,2.0,"[-73.99201, 40.7491]"
5748,2.0,"[-74.00403, 40.72551]"
5749,2.0,"[-74.00043000000001, 40.7288]"
5750,2.0,"[-74.0084, 40.71437]"
5751,2.0,"[-73.98857, 40.72285]"
5752,2.0,"[-73.9968, 40.75273]"
5753,2.0,"[-73.9959, 40.72517]"
5754,2.0,"[-73.99864000000001, 40.71352]"
5755,2.0,"[-74.00325, 40.72039]"
5756,2.0,"[-73.99852, 40.71979]"
5757,2.0,"[-73.99048, 40.71933]"
5758,2.0,"[-74.00676999999999, 40.70562]"
5759,2.0,"[-73.99465, 40.72593]"
5760,2.0,"[-73.97206, 40.759640000000005]"
5761,2.0,"[-73.98539, 40.73733]"
5762,2.0,"[-73.99412, 40.73531]"
5763,2.0,"[-74.01324, 40.705870000000004]"
5764,2.0,"[-74.00483, 40.70966]"
5765,2.0,"[-73.98867, 40.71765]"
5766,2.0,"[-73.9982, 40.721059999999994]"
5767,2.0,"[-73.98494000000001, 40.73235]"
5768,2.0,"[-74.01295999999999, 40.70778]"
5769,2.0,"[-73.99035, 40.73128]"
5770,2.0,"[-73.97834, 40.748290000000004]"
5771,2.0,"[-73.98379, 40.72155]"
5772,2.0,"[-74.00232, 40.75022]"
5773,2.0,"[-73.97787, 40.7531]"
5774,2.0,"[-73.98266, 40.7395]"
5775,2.0,"[-74.00596999999999, 40.72038]"
5776,2.0,"[-74.01158000000001, 40.704029999999996]"
5777,2.0,"[-74.00676999999999, 40.70562]"
5778,2.0,"[-73.98796999999999, 40.72394]"
5779,2.0,"[-74.00795, 40.714940000000006]"
5780,2.0,"[-74.00678, 40.706720000000004]"
5781,2.0,"[-74.00527, 40.71826]"
5782,2.0,"[-73.96898, 40.75425]"
5783,2.0,"[-73.9899, 40.72956]"
5784,2.0,"[-74.00078, 40.7153]"
5785,2.0,"[-73.99123, 40.7238]"
5786,2.0,"[-74.00745, 40.70605]"
5787,2.0,"[-73.99446, 40.71697]"
5788,2.0,"[-73.99961, 40.723420000000004]"
5789,2.0,"[-73.98633000000001, 40.72217]"
5790,2.0,"[-73.98575, 40.723009999999995]"
5791,2.0,"[-73.96384, 40.76531]"
5792,2.0,"[-73.98637, 40.73038]"
5793,2.0,"[-73.96998, 40.748870000000004]"
5794,2.0,"[-73.99987, 40.72043]"
5795,2.0,"[-73.9959, 40.732859999999995]"
5796,2.0,"[-74.00066, 40.72218]"
5797,2.0,"[-73.9907, 40.717209999999994]"
5798,2.0,"[-73.9907, 40.717209999999994]"
5799,2.0,"[-74.00936999999999, 40.70861]"
5800,2.0,"[-73.96206, 40.763740000000006]"
5801,2.0,"[-74.0084, 40.71437]"
5802,2.0,"[-73.9863, 40.74017]"
5803,2.0,"[-73.99998000000001, 40.74841]"
5804,2.0,"[-74.0068, 40.71978]"
5805,2.0,"[-74.0068, 40.71978]"
5806,2.0,"[-73.99587, 40.738690000000005]"
5807,2.0,"[-73.98425, 40.71522]"
5808,2.0,"[-74.00723, 40.71304]"
5809,2.0,"[-74.00795, 40.714940000000006]"
5810,2.0,"[-73.98402, 40.7433]"
5811,2.0,"[-73.98176, 40.74073]"
5812,2.0,"[-73.98529, 40.72365]"
5813,2.0,"[-74.00188, 40.719409999999996]"
5814,2.0,"[-74.01158000000001, 40.704029999999996]"
5815,2.0,"[-74.00214, 40.71518]"
5816,2.0,"[-74.00909, 40.726]"
5817,2.0,"[-74.00304, 40.71803]"
5818,2.0,"[-74.00705, 40.718270000000004]"
5819,2.0,"[-73.98191, 40.74646]"
5820,2.0,"[-73.99259, 40.724059999999994]"
5821,2.0,"[-73.97446, 40.73275]"
5822,2.0,"[-74.00739, 40.70518]"
5823,2.0,"[-74.00999, 40.70981]"
5824,2.0,"[-74.00511, 40.731840000000005]"
5825,2.0,"[-73.99208, 40.754090000000005]"
5826,2.0,"[-73.97872, 40.72]"
5827,2.0,"[-73.9907, 40.717209999999994]"
5828,2.0,"[-73.99053, 40.74025]"
5829,2.0,"[-74.00256, 40.71618]"
5830,2.0,"[-74.00882, 40.71864]"
5831,2.0,"[-73.98857, 40.72285]"
5832,2.0,"[-74.00910999999999, 40.71695]"
5833,2.0,"[-74.01355, 40.706920000000004]"
5834,2.0,"[-74.00249000000001, 40.739740000000005]"
5835,2.0,"[-73.98033000000001, 40.726279999999996]"
5836,2.0,"[-73.99413, 40.72664]"
5837,2.0,"[-73.98252, 40.723279999999995]"
5838,2.0,"[-73.95125, 40.77855]"
5839,2.0,"[-73.99671, 40.7255]"
5840,2.0,"[-73.99537, 40.72504]"
5841,2.0,"[-73.98355, 40.73426]"
5842,2.0,"[-73.99849, 40.71345]"
5843,2.0,"[-74.01550999999999, 40.7077]"
5844,2.0,"[-73.97397, 40.76297]"
5845,2.0,"[-74.00601999999999, 40.7079]"
5846,2.0,"[-74.01424, 40.70452]"
5847,2.0,"[-74.01324, 40.705870000000004]"
5848,2.0,"[-74.00723, 40.71304]"
5849,2.0,"[-74.005, 40.70685]"
5850,2.0,"[-73.99374, 40.741620000000005]"
5851,2.0,"[-73.99465, 40.72593]"
5852,2.0,"[-73.99266, 40.72424]"
5853,2.0,"[-74.0011, 40.73656]"
5854,2.0,"[-74.00158, 40.72613]"
5855,2.0,"[-74.00259, 40.71992]"
5856,2.0,"[-73.98125999999999, 40.74705]"
5857,2.0,"[-73.98857, 40.72285]"
5858,2.0,"[-73.96432, 40.75638]"
5859,2.0,"[-73.99266, 40.72424]"
5860,2.0,"[-73.99481, 40.71847]"
5861,2.0,"[-74.00999, 40.70981]"
5862,2.0,"[-73.98626, 40.72229]"
5863,2.0,"[-73.99125, 40.72777]"
5864,2.0,"[-73.99698000000001, 40.73141]"
5865,2.0,"[-73.98057, 40.71645]"
5866,2.0,"[-73.98695, 40.72099]"
5867,2.0,"[-73.99078, 40.728359999999995]"
5868,2.0,"[-74.00511, 40.731840000000005]"
5869,2.0,"[-74.00999, 40.70981]"
5870,2.0,"[-73.9907, 40.717209999999994]"
5871,2.0,"[-73.96432, 40.75638]"
5872,2.0,"[-74.00498, 40.715759999999996]"
5873,2.0,"[-73.99671, 40.7255]"
5874,2.0,"[-73.99797, 40.72267]"
5875,2.0,"[-73.99031, 40.72337]"
5876,2.0,"[-74.00461999999999, 40.72137]"
5877,2.0,"[-73.99074, 40.7299]"
5878,2.0,"[-74.01443, 40.71103]"
5879,2.0,"[-73.99146, 40.73174]"
5880,2.0,"[-73.98745, 40.71824]"
5881,2.0,"[-73.98095, 40.7478]"
5882,2.0,"[-73.97511, 40.73542]"
5883,2.0,"[-74.00304, 40.71803]"
5884,2.0,"[-73.98164, 40.72449]"
5885,2.0,"[-73.98626, 40.72229]"
5886,2.0,"[-73.99398000000001, 40.7203]"
5887,2.0,"[-74.01092, 40.7163]"
5888,2.0,"[-73.99491, 40.723040000000005]"
5889,2.0,"[-73.96715, 40.75677]"
5890,2.0,"[-73.99032, 40.76161]"
5891,2.0,"[-73.98409000000001, 40.73754]"
5892,2.0,"[-74.00739, 40.70518]"
5893,2.0,"[-73.99416, 40.74103]"
5894,2.0,"[-73.98396, 40.72547]"
5895,2.0,"[-74.00043000000001, 40.7288]"
5896,2.0,"[-73.98682, 40.751090000000005]"
5897,2.0,"[-74.01326, 40.70874]"
5898,2.0,"[-73.99315, 40.72787]"
5899,2.0,"[-74.00795, 40.714940000000006]"
5900,2.0,"[-73.98354, 40.73002]"
5901,2.0,"[-74.00905999999999, 40.71089]"
5902,2.0,"[-73.99280999999999, 40.7429]"
5903,2.0,"[-74.00027, 40.717620000000004]"
5904,2.0,"[-73.99284, 40.72005]"
5905,2.0,"[-74.00739, 40.70518]"
5906,2.0,"[-74.00409, 40.70745]"
5907,2.0,"[-74.0068, 40.71978]"
5908,2.0,"[-73.98986, 40.72053]"
5909,2.0,"[-74.00446, 40.73072]"
5910,2.0,"[-74.00713, 40.706379999999996]"
5911,2.0,"[-74.00723, 40.71304]"
5912,2.0,"[-73.98751999999999, 40.752179999999996]"
5913,2.0,"[-74.0068, 40.71978]"
5914,2.0,"[-73.98088, 40.75927]"
5915,2.0,"[-73.9834, 40.71857]"
5916,2.0,"[-74.01151, 40.70297]"
5917,2.0,"[-73.98640999999999, 40.74021]"
5918,2.0,"[-73.97995, 40.74321]"
5919,2.0,"[-74.00216, 40.72975]"
5920,2.0,"[-73.99311999999999, 40.73669]"
5921,2.0,"[-73.98995, 40.71698]"
5922,2.0,"[-74.00967, 40.71273]"
5923,2.0,"[-73.99226999999999, 40.73453]"
5924,2.0,"[-73.96968000000001, 40.762879999999996]"
5925,2.0,"[-74.00601999999999, 40.70615]"
5926,2.0,"[-73.98579000000001, 40.7352]"
5927,2.0,"[-73.98444, 40.72878]"
5928,2.0,"[-74.0087, 40.7193]"
5929,2.0,"[-73.98949, 40.736]"
5930,2.0,"[-73.98618, 40.726409999999994]"
5931,2.0,"[-73.979, 40.73619]"
5932,2.0,"[-73.99494, 40.72489]"
5933,2.0,"[-73.99996, 40.71802]"
5934,2.0,"[-73.98791, 40.722640000000006]"
5935,2.0,"[-73.98164, 40.72449]"
5936,2.0,"[-73.99606999999999, 40.71624]"
5937,2.0,"[-73.97761, 40.74638]"
5938,2.0,"[-73.9866, 40.74277]"
5939,2.0,"[-73.99446, 40.71697]"
5940,2.0,"[-73.98073000000001, 40.73384]"
5941,2.0,"[-74.01158000000001, 40.703520000000005]"
5942,2.0,"[-74.01578, 40.70775]"
5943,2.0,"[-74.00214, 40.71518]"
5944,2.0,"[-73.9899, 40.73445]"
5945,2.0,"[-74.00156, 40.7173]"
5946,2.0,"[-74.0068, 40.71978]"
5947,2.0,"[-74.00409, 40.70745]"
5948,2.0,"[-73.98866, 40.74283]"
5949,2.0,"[-73.98724, 40.72919]"
5950,2.0,"[-73.99413, 40.72009]"
5951,2.0,"[-74.00461999999999, 40.72137]"
5952,2.0,"[-73.99479000000001, 40.7316]"
5953,2.0,"[-73.9947, 40.721309999999995]"
5954,2.0,"[-73.9959, 40.732859999999995]"
5955,2.0,"[-74.00095, 40.73171]"
5956,2.0,"[-73.99459, 40.74044]"
5957,2.0,"[-73.99315, 40.72787]"
5958,2.0,"[-74.00723, 40.71304]"
5959,2.0,"[-73.98111, 40.7445]"
5960,2.0,"[-73.98637, 40.73038]"
5961,2.0,"[-73.97823000000001, 40.72067]"
5962,2.0,"[-74.005, 40.70685]"
5963,2.0,"[-73.99497, 40.72063]"
5964,2.0,"[-74.01680999999999, 40.70514]"
5965,2.0,"[-74.00259, 40.71992]"
5966,2.0,"[-73.9708, 40.75175]"
5967,2.0,"[-74.00896, 40.70408]"
5968,2.0,"[-73.99266, 40.72424]"
5969,2.0,"[-74.00304, 40.71803]"
5970,2.0,"[-73.99083, 40.72429]"
5971,2.0,"[-74.00999, 40.70981]"
5972,2.0,"[-73.99893, 40.71255]"
5973,2.0,"[-73.979, 40.73619]"
5974,2.0,"[-74.0087, 40.7193]"
5975,2.0,"[-74.005, 40.70685]"
5976,2.0,"[-73.98905, 40.73072]"
5977,2.0,"[-74.01158000000001, 40.704029999999996]"
5978,2.0,"[-74.00364, 40.72368]"
5979,2.0,"[-73.98295999999999, 40.74777]"
5980,2.0,"[-74.01443, 40.71103]"
5981,2.0,"[-74.00461999999999, 40.72137]"
5982,2.0,"[-73.98387, 40.72142]"
5983,2.0,"[-73.98458000000001, 40.74273]"
5984,2.0,"[-74.005, 40.70685]"
5985,2.0,"[-74.00796, 40.71712]"
5986,2.0,"[-73.97744, 40.74954]"
5987,2.0,"[-73.99284, 40.72005]"
5988,2.0,"[-73.99937, 40.730059999999995]"
5989,2.0,"[-74.00596999999999, 40.72038]"
5990,2.0,"[-74.0001, 40.72538]"
5991,2.0,"[-73.97086, 40.76166]"
5992,2.0,"[-73.97603000000001, 40.751459999999994]"
5993,2.0,"[-73.98278, 40.7452]"
5994,2.0,"[-73.98824, 40.71848]"
5995,2.0,"[-74.00745, 40.70605]"
5996,2.0,"[-73.99238000000001, 40.71505]"
5997,2.0,"[-73.99141999999999, 40.71743]"
5998,2.0,"[-73.99778, 40.72424]"
5999,2.0,"[-73.98626, 40.72229]"
6000,2.0,"[-73.98796999999999, 40.72394]"
6001,2.0,"[-73.97859, 40.74505]"
6002,2.0,"[-73.98705, 40.7252]"
6003,2.0,"[-74.00376999999999, 40.72238]"
6004,2.0,"[-74.013, 40.70312]"
6005,2.0,"[-73.9902, 40.71405]"
